CODI_ESTACIO,DATA_LECTURA,TM,TX,TN,HRM
X2,29/05/2008,20.2,24.2,16.1,58
X2,30/05/2008,20.2,25.6,16.2,65
X2,31/05/2008,19,20.3,18,83
X2,01/06/2008,18.2,21.3,16.1,83
X2,02/06/2008,18.8,22.3,16.1,81
X2,03/06/2008,19,22.9,16.8,78
X2,04/06/2008,19.9,25.3,15.2,69
X2,05/06/2008,19,22.8,15.4,79
X2,06/06/2008,19.7,25.3,15.3,73
X2,07/06/2008,18.9,22.5,15.7,63
X2,08/06/2008,19.1,23.5,15.2,67
X2,09/06/2008,19.9,23.7,17.2,67
X2,10/06/2008,18.7,20.6,17.6,80
X2,11/06/2008,19.8,23.4,16.6,75
X2,12/06/2008,22.3,30,17.2,66
X2,13/06/2008,20.2,23.3,18,73
X2,14/06/2008,19.6,23.7,17.1,69
X2,15/06/2008,19.6,22.1,17.1,82
X2,16/06/2008,21.3,24.9,18.6,67
X2,17/06/2008,20.8,25.1,19.1,73
X2,18/06/2008,22.6,26.9,17.7,57
X2,19/06/2008,23.2,28.2,18.2,67
X2,20/06/2008,25,30.7,19,53
X2,21/06/2008,26.2,33.2,20,46
X2,22/06/2008,24.9,31.3,20,47
X2,23/06/2008,24.2,28.2,20.3,56
X2,24/06/2008,24.5,27.4,22.4,65
X2,25/06/2008,25.9,31,21,61
X2,26/06/2008,26.5,30.8,22.1,55
X2,27/06/2008,25.7,30,20.2,60
X2,28/06/2008,24.7,28.5,21.9,74
X2,29/06/2008,25.9,30.1,21.7,70
X2,30/06/2008,27,30.8,22.8,55
X2,01/07/2008,27.3,31.6,23.3,55
X2,02/07/2008,25.8,29.5,22.8,73
X2,03/07/2008,24.2,27.3,20.8,70
X2,04/07/2008,24.4,28,20.6,59
X2,05/07/2008,25.7,30,21.3,72
X2,06/07/2008,24.8,29,22.4,77
X2,07/07/2008,23.1,25.4,20.5,62
X2,08/07/2008,22.7,26.2,19.6,63
X2,09/07/2008,24.6,28,20.8,68
X2,10/07/2008,25.9,30.2,22.6,68
X2,11/07/2008,25.7,30.1,22.7,75
X2,12/07/2008,23.6,28.6,18.7,75
X2,13/07/2008,22.1,26.2,18.3,62
X2,14/07/2008,22.8,26.1,19.9,60
X2,15/07/2008,24,26.9,21.2,63
X2,16/07/2008,23.7,27.5,21,58
X2,17/07/2008,25.2,29.6,21.8,54
X2,18/07/2008,25.5,29.5,23.2,62
X2,19/07/2008,26.5,31,22.7,63
X2,20/07/2008,26.2,29.8,23.6,69
X2,21/07/2008,24.5,27.1,23,71
X2,22/07/2008,24.5,27.1,22.5,63
X2,23/07/2008,24.6,28.4,20.4,71
X2,24/07/2008,25.6,29,22.1,65
X2,25/07/2008,25.2,28.9,23,75
X2,26/07/2008,26.1,31.6,22.4,67
X2,27/07/2008,26,30.1,22.4,66
X2,28/07/2008,26.4,30.1,22.8,73
X2,29/07/2008,25.9,29.1,23.5,75
X2,30/07/2008,25.8,29.4,21.9,75
X2,31/07/2008,26.3,30.6,22.1,73
X2,01/08/2008,26.2,29.7,23.5,70
X2,02/08/2008,26.4,30.6,23,63
X2,03/08/2008,27.2,30.8,23.3,64
X2,04/08/2008,28.2,33.5,23.6,60
X2,05/08/2008,28,32.3,23.1,64
X2,06/08/2008,28.3,32.8,24.2,58
X2,07/08/2008,25.8,28.8,22.9,71
X2,08/08/2008,25.5,29.2,23.7,66
X2,09/08/2008,25.6,28.9,23.2,59
X2,10/08/2008,26.6,30.7,22.7,68
X2,11/08/2008,26.8,30.1,24.3,74
X2,12/08/2008,28.8,33.6,24.6,63
X2,13/08/2008,24.7,27.6,22.8,54
X2,14/08/2008,23.9,26.4,21.7,59
X2,15/08/2008,23.7,28.2,19.9,52
X2,16/08/2008,24.3,27.2,20.9,57
X2,17/08/2008,24,27.2,20.9,70
X2,18/08/2008,25,29.4,21.5,75
X2,19/08/2008,25.5,28.7,22.5,73
X2,20/08/2008,23.6,25.4,21.8,67
X2,21/08/2008,25,27.9,22.2,71
X2,22/08/2008,24.7,29.7,19.9,74
X2,23/08/2008,22.7,26.4,19.8,74
X2,24/08/2008,23.8,26.4,20.8,76
X2,25/08/2008,23.9,26.4,22.4,73
X2,26/08/2008,24,27.2,22,71
X2,27/08/2008,24.4,28.9,21.6,67
X2,28/08/2008,24.7,29.4,21,67
X2,29/08/2008,25.1,29.3,20.8,63
X2,30/08/2008,25.8,30.7,20.9,59
X2,31/08/2008,25.2,29.8,21.8,73
X2,01/09/2008,25.7,30,22.5,62
X2,02/09/2008,26,30,22.5,68
X2,03/09/2008,26.4,29.7,24.2,72
X2,04/09/2008,25.6,28.4,22.5,68
X2,05/09/2008,26,31.8,21.8,63
X2,06/09/2008,25.5,31.1,22,50
X2,07/09/2008,22.6,26.6,19.5,56
X2,08/09/2008,23.1,27.1,19.4,61
X2,09/09/2008,24.2,26.6,21.4,67
X2,10/09/2008,25.1,29.2,22.2,61
X2,11/09/2008,25.2,29.3,21.6,68
X2,12/09/2008,22.2,25.6,19.3,54
X2,13/09/2008,20.8,25.8,17.1,46
X2,14/09/2008,21.7,26.1,16,47
X2,15/09/2008,21.6,25.3,18.8,55
X2,16/09/2008,21.7,25.4,18.6,65
X2,17/09/2008,22.3,25.5,19.1,69
X2,18/09/2008,22.9,25.8,19.8,76
X2,19/09/2008,22.8,26.5,20.1,75
X2,20/09/2008,22,25.2,19.7,76
X2,21/09/2008,21.5,23.6,19.7,72
X2,22/09/2008,19.6,21,18.2,80
X2,23/09/2008,17.7,19.5,16.1,68
X2,24/09/2008,19.2,22.9,15.8,62
X2,25/09/2008,20,23,16.6,61
X2,26/09/2008,17.4,21.2,15,80
X2,27/09/2008,19.2,22.8,15.1,60
X2,28/09/2008,18.9,23.4,14.9,61
X2,29/09/2008,19.7,24.5,14.8,63
X2,30/09/2008,19.6,23.6,16.7,66
X2,01/10/2008,19.4,23.1,16.3,66
X2,02/10/2008,19.9,23.1,16.9,68
X2,03/10/2008,18,23.8,14.1,62
X2,04/10/2008,16,19.6,11.7,38
X2,05/10/2008,17.9,22.9,11.7,53
X2,06/10/2008,19.2,24.1,13.8,70
X2,07/10/2008,20.4,24.1,15.6,75
X2,08/10/2008,18.8,21.6,16.6,65
X2,09/10/2008,18.5,21.3,15.3,60
X2,10/10/2008,20.7,23.8,17,61
X2,11/10/2008,19.8,23.4,16,73
X2,12/10/2008,21.6,22.6,21.1,82
X2,13/10/2008,22,24.2,19.7,84
X2,14/10/2008,21.4,24.9,18.9,82
X2,15/10/2008,20.9,24.5,17.7,81
X2,16/10/2008,21.1,25.7,17.3,78
X2,17/10/2008,19.9,23.1,18.4,86
X2,18/10/2008,17.9,19.4,16.6,79
X2,19/10/2008,19.2,21.3,16.7,76
X2,20/10/2008,20.5,23.6,18.5,82
X2,21/10/2008,20.2,23.5,17.7,82
X2,22/10/2008,18,19.6,15,78
X2,23/10/2008,15.3,17,14,73
X2,24/10/2008,17.9,21.4,14.4,70
X2,25/10/2008,19.3,23.7,15.6,69
X2,26/10/2008,17.7,22.4,14.1,72
X2,27/10/2008,18.5,23.3,14.2,67
X2,28/10/2008,14.7,18.2,11.5,84
X2,29/10/2008,8.9,11.5,7.3,84
X2,30/10/2008,12.3,17.8,6.9,55
X2,31/10/2008,14.9,18.5,11.5,80
X2,01/11/2008,17.7,20.4,15.3,76
X2,02/11/2008,15.9,19.9,10.6,78
X2,03/11/2008,12.7,17.2,8.6,64
X2,04/11/2008,14.1,18.8,10.7,56
X2,05/11/2008,13.4,15.9,11.6,59
X2,06/11/2008,13.9,17.5,11.3,68
X2,07/11/2008,14,17.4,11,69
X2,08/11/2008,13.9,17.6,11.5,74
X2,09/11/2008,14.1,18.4,10.3,73
X2,10/11/2008,15.3,19.6,10.5,76
X2,11/11/2008,16,19.4,13.4,77
X2,12/11/2008,13.5,14.9,12.5,80
X2,13/11/2008,13,17.3,10.2,59
X2,14/11/2008,12.3,16.9,8.1,42
X2,15/11/2008,12.2,17,7.9,58
X2,16/11/2008,11.8,17.2,8.4,64
X2,17/11/2008,12.3,17.2,8,63
X2,18/11/2008,12,14.2,10.3,66
X2,19/11/2008,12.8,16.5,9.2,66
X2,20/11/2008,11.9,15.5,9.5,63
X2,21/11/2008,12.7,15.7,8.5,62
X2,22/11/2008,14.9,18.7,11.1,66
X2,23/11/2008,13.7,14.8,11.2,66
X2,24/11/2008,13,15.3,8.9,50
X2,25/11/2008,10.1,14.4,7.2,58
X2,26/11/2008,7.5,11.1,4.9,53
X2,27/11/2008,8,11.6,4.3,57
X2,28/11/2008,7.8,10.4,5.8,61
X2,29/11/2008,8.8,11.7,5.4,62
X2,30/11/2008,10.2,12.5,6.8,45
X2,01/12/2008,9.9,12.7,6.3,45
X2,02/12/2008,8.6,12.9,5.7,58
X2,03/12/2008,9.3,13,5.8,52
X2,04/12/2008,10.3,13,6.8,61
X2,05/12/2008,13.9,17.8,9.9,51
X2,06/12/2008,11.7,15.2,7.9,54
X2,07/12/2008,12.7,14.1,10.4,69
X2,08/12/2008,12.6,14,10.9,62
X2,09/12/2008,12.1,14.6,9.7,79
X2,10/12/2008,8.6,12.6,6.4,79
X2,11/12/2008,7.6,11.6,3.7,44
X2,12/12/2008,7.6,11.7,3.7,69
X2,13/12/2008,9.8,13.5,5.1,72
X2,14/12/2008,8.2,10.6,6.3,70
X2,15/12/2008,7.8,10.5,6.7,68
X2,16/12/2008,8.7,10.3,6.8,82
X2,17/12/2008,9.5,13.4,6.2,71
X2,18/12/2008,9.4,14.5,5.4,66
X2,19/12/2008,10.2,14.9,6.2,64
X2,20/12/2008,10.2,16.3,5.9,69
X2,21/12/2008,9.6,14.6,5.6,73
X2,22/12/2008,8,13.8,3.6,80
X2,23/12/2008,8.5,13.4,4.1,81
X2,24/12/2008,9,12.9,3.8,79
X2,25/12/2008,9.6,12.2,5.6,63
X2,26/12/2008,8.3,11.3,6.4,79
X2,27/12/2008,11.9,13.9,10.3,84
X2,28/12/2008,10.5,12,9.5,72
X2,29/12/2008,9.1,9.8,8.5,77
X2,30/12/2008,11.8,14.9,8.8,84
X2,31/12/2008,11.7,15.3,9.4,89
X2,01/01/2009,11.1,13.9,8.2,85
X2,02/01/2009,11.3,13.7,8.2,83
X2,03/01/2009,9.9,11.3,7.3,81
X2,04/01/2009,8.9,11.6,6.2,67
X2,05/01/2009,7.4,10.3,4.3,61
X2,06/01/2009,4.7,8.8,2.1,80
X2,07/01/2009,4.3,7.4,2.3,71
X2,08/01/2009,3.9,6.5,0.9,62
X2,09/01/2009,8.6,11.9,4.5,72
X2,10/01/2009,9.7,13.1,7.7,82
X2,11/01/2009,9.5,14.3,6.5,71
X2,12/01/2009,9,15.3,5.1,64
X2,13/01/2009,7.5,13.8,2.4,60
X2,14/01/2009,9.4,13.8,6.5,58
X2,15/01/2009,8.4,13.6,4.2,72
X2,16/01/2009,9.4,13.8,6.3,72
X2,17/01/2009,9.3,14.4,5.5,76
X2,18/01/2009,10.1,15.2,5.2,67
X2,19/01/2009,12,16.2,7.6,77
X2,20/01/2009,11,13.9,7.2,55
X2,21/01/2009,8.3,12.1,5.6,52
X2,22/01/2009,9.6,12.6,5.7,58
X2,23/01/2009,15.4,21.4,9.5,67
X2,24/01/2009,14,17.1,10.1,44
X2,25/01/2009,11.8,16.3,8.7,48
X2,26/01/2009,9.5,14,7.7,53
X2,27/01/2009,10.7,16.3,7.1,48
X2,28/01/2009,10.7,16.6,4.9,56
X2,29/01/2009,11.5,14.6,7.2,74
X2,30/01/2009,12.9,14.5,11.9,80
X2,31/01/2009,12.3,13.8,10.8,89
X2,01/02/2009,10.8,13,8.6,87
X2,02/02/2009,10.9,13.1,8.9,87
X2,03/02/2009,10.3,13.6,7.5,80
X2,04/02/2009,11,16.9,5.9,73
X2,05/02/2009,10.9,14.5,7.8,84
X2,06/02/2009,10.6,14.5,8.3,74
X2,07/02/2009,9.4,14.3,6.3,53
X2,08/02/2009,9.4,14.3,4.4,41
X2,09/02/2009,11.9,18.4,6,62
X2,10/02/2009,14.6,18.9,10.2,43
X2,11/02/2009,9.5,14.1,5.2,57
X2,12/02/2009,10,14,4.7,66
X2,13/02/2009,9.4,12.7,6.8,60
X2,14/02/2009,9.7,14.2,5.4,64
X2,15/02/2009,8.6,9.8,7.5,52
X2,16/02/2009,9.9,12,8.5,62
X2,17/02/2009,10.9,16.1,6.3,58
X2,18/02/2009,11.9,18.9,7.3,57
X2,19/02/2009,12.2,16.9,8,70
X2,20/02/2009,11,13.9,7.2,53
X2,21/02/2009,10.1,15.2,5.5,68
X2,22/02/2009,12.6,18.8,7.5,55
X2,23/02/2009,13,17.8,10,60
X2,24/02/2009,12.2,16.2,9,69
X2,25/02/2009,11.4,15.7,8.2,72
X2,26/02/2009,11.5,16.7,6,74
X2,27/02/2009,12.3,18.3,6.6,72
X2,28/02/2009,11.1,14.2,6.8,79
X2,01/03/2009,12.5,15.8,9.5,77
X2,02/03/2009,12,15.8,8.7,79
X2,03/03/2009,11.9,14.6,9.8,73
X2,04/03/2009,10.5,14,7.3,75
X2,05/03/2009,8.8,14.1,5.6,52
X2,06/03/2009,11.4,18.2,7,39
X2,07/03/2009,11.4,16.3,5.4,47
X2,08/03/2009,13.3,17.7,8.3,65
X2,09/03/2009,13.4,16.5,10.9,69
X2,10/03/2009,14.2,17.6,11.4,66
X2,11/03/2009,12.6,15.8,10,73
X2,12/03/2009,12.7,17.3,8,78
X2,13/03/2009,14.5,20.1,9.7,69
X2,14/03/2009,14.5,20.5,9.4,69
X2,15/03/2009,14.6,20.3,10,63
X2,16/03/2009,14.4,20.8,9.7,62
X2,17/03/2009,14.2,20,10.5,53
X2,18/03/2009,13.8,19.8,8,62
X2,19/03/2009,13.8,18.8,8.8,68
X2,20/03/2009,13.5,18.1,9.4,63
X2,21/03/2009,12.2,16.2,8.5,54
X2,22/03/2009,13,17.2,8.4,60
X2,23/03/2009,14.9,21.6,8.8,55
X2,24/03/2009,13.7,20.7,8.6,58
X2,25/03/2009,13.9,18.1,9.8,52
X2,26/03/2009,13.5,17.6,9.9,67
X2,27/03/2009,13.8,19.5,8.4,72
X2,28/03/2009,12.5,13.6,10.3,85
X2,29/03/2009,12.1,16.1,9.4,77
X2,30/03/2009,12.3,14.6,10.5,68
X2,31/03/2009,11,13.6,9.7,76
X2,01/04/2009,12.8,17.8,9.1,73
X2,02/04/2009,11.3,12.9,9.8,85
X2,03/04/2009,13.5,19.1,9.1,72
X2,04/04/2009,14.3,20,8.7,71
X2,05/04/2009,14.7,19.5,10.3,76
X2,06/04/2009,15,19.4,10.7,75
X2,07/04/2009,13.1,16.1,10.9,84
X2,08/04/2009,14,16.9,11.1,69
X2,09/04/2009,14.9,20.1,9.8,72
X2,10/04/2009,13.8,15,12.5,85
X2,11/04/2009,13.6,17,11.2,70
X2,12/04/2009,11.7,15,8.6,77
X2,13/04/2009,17.2,23.2,12.4,52
X2,14/04/2009,14.6,19,10.7,77
X2,15/04/2009,15.6,19.9,12.5,71
X2,16/04/2009,15.1,19,11.7,63
X2,17/04/2009,13.6,18.9,9.8,66
X2,18/04/2009,14,18.6,10.4,74
X2,19/04/2009,14.9,19.4,10,65
X2,20/04/2009,15.4,20.1,12.7,62
X2,21/04/2009,17.9,24.4,13.1,57
X2,22/04/2009,20,26.3,16.1,45
X2,23/04/2009,20.2,27.7,13.3,50
X2,24/04/2009,16.9,21.2,14.2,67
X2,25/04/2009,16.4,19.2,14.1,75
X2,26/04/2009,15.5,20.5,11.5,75
X2,27/04/2009,15.9,22.6,11.7,59
X2,28/04/2009,15.9,19.6,13.3,69
X2,29/04/2009,16,20.5,11.7,62
X2,30/04/2009,15.4,19.6,12.7,73
X2,01/05/2009,16.8,23.6,12.7,68
X2,02/05/2009,18.8,24.6,13.4,52
X2,03/05/2009,18.5,25.3,13.1,61
X2,04/05/2009,18.4,23.1,14.9,69
X2,05/05/2009,18.2,21.8,15.1,59
X2,06/05/2009,19.5,25.8,13.7,60
X2,07/05/2009,20.2,24.6,15.7,61
X2,08/05/2009,18.8,23.1,15.3,72
X2,09/05/2009,18,21.2,16.1,80
X2,10/05/2009,18.5,21.4,16.6,81
X2,11/05/2009,18.2,20.7,16.5,82
X2,12/05/2009,19,22.1,16.8,81
X2,13/05/2009,18.6,23.6,16.8,84
X2,14/05/2009,17.1,19.2,14.5,87
X2,15/05/2009,17.1,20.8,13.6,60
X2,16/05/2009,18.7,24.1,13.4,63
X2,17/05/2009,19.2,24.1,15.3,70
X2,18/05/2009,18.4,22.1,14.9,74
X2,19/05/2009,19,23.9,14.4,72
X2,20/05/2009,20.5,25.7,16.3,63
X2,21/05/2009,21,23.8,19,71
X2,22/05/2009,20.5,23.7,17.5,76
X2,23/05/2009,20.7,23.1,19.1,79
X2,24/05/2009,20.9,23.7,18.2,79
X2,25/05/2009,20.1,24.3,18.1,83
X2,26/05/2009,20.9,26.2,16.9,74
X2,27/05/2009,21,25.6,17.7,55
X2,28/05/2009,21.9,27.5,16.3,49
X2,29/05/2009,21.3,24.6,17.7,61
X2,30/05/2009,21.6,26.9,17.6,67
X2,31/05/2009,20.3,24.5,18,71
X2,01/06/2009,21.6,27,17.1,67
X2,02/06/2009,22.8,28.4,17.6,60
X2,03/06/2009,23.5,28.2,19,53
X2,04/06/2009,22,24.8,19.3,77
X2,05/06/2009,21.4,23.6,18.6,77
X2,06/06/2009,21.5,26.2,16.7,58
X2,07/06/2009,19.9,23.8,16,69
X2,08/06/2009,20.8,24.5,17.3,75
X2,09/06/2009,22.5,27.6,17.9,47
X2,10/06/2009,22.4,26.4,18.2,59
X2,11/06/2009,22.3,25.7,19.1,70
X2,12/06/2009,23,26.6,19.9,70
X2,13/06/2009,25,30.3,19.4,57
X2,14/06/2009,24.2,28.3,21.3,68
X2,15/06/2009,23.7,27.5,20.6,71
X2,16/06/2009,24.7,28.2,21.5,65
X2,17/06/2009,24.6,28.3,21.6,62
X2,18/06/2009,24.5,29.2,20.4,65
X2,19/06/2009,25,29.6,22.2,65
X2,20/06/2009,23.3,26.2,20.5,70
X2,21/06/2009,22.6,25.9,20.3,62
X2,22/06/2009,22.2,25.7,18.9,65
X2,23/06/2009,22.7,26.7,19.5,62
X2,24/06/2009,24,27.9,21.1,70
X2,25/06/2009,23.8,27,21,70
X2,26/06/2009,24.4,28.2,20.8,60
X2,27/06/2009,24.8,29.6,20.9,61
X2,28/06/2009,24.7,28.3,22,75
X2,29/06/2009,25.9,30.5,22.2,70
X2,30/06/2009,27,31.9,21.5,52
X2,01/07/2009,27.3,31.7,23.6,52
X2,02/07/2009,26.2,30,23.2,63
X2,03/07/2009,26.3,30.6,22.6,63
X2,04/07/2009,26.6,31.4,22.8,64
X2,05/07/2009,26.3,30.5,22.8,65
X2,06/07/2009,25.7,29,23.2,64
X2,07/07/2009,24,26.1,22.4,64
X2,08/07/2009,22.6,24.8,21,63
X2,09/07/2009,20.7,22.7,18.5,82
X2,10/07/2009,22.2,25.8,20.5,71
X2,11/07/2009,22.6,25.1,20.5,73
X2,12/07/2009,25.2,29.3,21.3,78
X2,13/07/2009,25.3,28.4,22.1,80
X2,14/07/2009,25.4,27.7,23.9,76
X2,15/07/2009,25.1,28.1,23.1,77
X2,16/07/2009,24.7,27.2,22.2,78
X2,17/07/2009,24.7,27.2,20.6,71
X2,18/07/2009,22.6,26.9,18.2,42
X2,19/07/2009,23.3,27.6,18.9,61
X2,20/07/2009,25,28.8,21.4,67
X2,21/07/2009,25.2,28.7,22.4,72
X2,22/07/2009,25.9,29.6,22.2,77
X2,23/07/2009,30.4,37.3,23.8,52
X2,24/07/2009,27.6,32.8,23.6,58
X2,25/07/2009,24.9,28.2,22.3,65
X2,26/07/2009,25.7,29.2,22.6,69
X2,27/07/2009,25.6,29.3,22.6,73
X2,28/07/2009,25.2,28.4,22.2,65
X2,29/07/2009,26,30.1,21.9,72
X2,30/07/2009,26.8,29.8,24.1,72
X2,31/07/2009,26.8,30.5,24.3,65
X2,01/08/2009,26.1,29.6,23.3,73
X2,02/08/2009,24.5,28.7,22,67
X2,03/08/2009,24.1,27.8,21.3,59
X2,04/08/2009,25,28.9,20.3,65
X2,05/08/2009,27.1,30.2,24.3,69
X2,06/08/2009,26.8,31.7,23.3,65
X2,07/08/2009,26.4,29.8,23.6,72
X2,08/08/2009,26.5,30.4,23,63
X2,09/08/2009,25.5,28.3,23.1,64
X2,10/08/2009,24.9,28.7,22.8,68
X2,11/08/2009,25.7,29.3,22.6,65
X2,12/08/2009,26,30.3,22.7,62
X2,13/08/2009,26.9,30.8,23.5,57
X2,14/08/2009,27.3,31.7,22.8,53
X2,15/08/2009,26.3,30.9,22.8,66
X2,16/08/2009,26,29.1,22.6,74
X2,17/08/2009,28.3,34.3,22.4,59
X2,18/08/2009,28.4,34,23.2,49
X2,19/08/2009,27.9,35.1,22.1,48
X2,20/08/2009,26.9,32.2,21.9,61
X2,21/08/2009,26.5,30.7,22.8,70
X2,22/08/2009,26.6,29.9,23.6,72
X2,23/08/2009,26.8,30.5,23.2,69
X2,24/08/2009,27,31,23.3,73
X2,25/08/2009,26.5,29.6,24.3,75
X2,26/08/2009,25.9,28.9,23.6,68
X2,27/08/2009,25.8,29.2,22.6,76
X2,28/08/2009,26.6,30,23,66
X2,29/08/2009,26,28.3,24.5,65
X2,30/08/2009,24.7,27.8,22.2,66
X2,31/08/2009,24.6,27.2,21.4,75
X2,01/09/2009,25.9,29.1,23.6,78
X2,02/09/2009,25.9,28.6,24.5,78
X2,03/09/2009,25.3,28.5,23.1,73
X2,04/09/2009,24.8,29.4,22.5,71
X2,05/09/2009,22.6,25.9,20.8,59
X2,06/09/2009,22.7,26.5,20.2,65
X2,07/09/2009,22.8,26.7,19.3,69
X2,08/09/2009,22.9,27.3,19.5,70
X2,09/09/2009,23.2,28.3,19.1,64
X2,10/09/2009,23.4,28.1,19.2,68
X2,11/09/2009,23.9,28.1,21,60
X2,12/09/2009,23.2,27,20,61
X2,13/09/2009,23.3,26.3,21.3,62
X2,14/09/2009,21,25.3,17.8,73
X2,15/09/2009,17.7,19.3,16,68
X2,16/09/2009,19.4,23.8,14.5,60
X2,17/09/2009,21.1,24,17.5,64
X2,18/09/2009,20.4,23.8,18.3,64
X2,19/09/2009,19.6,23.6,16.3,60
X2,20/09/2009,19.8,24.6,16.7,70
X2,21/09/2009,20.8,25.7,16.4,66
X2,22/09/2009,23.1,27.7,18.3,60
X2,23/09/2009,23,26.4,19.5,64
X2,24/09/2009,22.1,28.1,17.9,64
X2,25/09/2009,22.1,26.2,18.5,72
X2,26/09/2009,21.9,25.7,19.5,69
X2,27/09/2009,22,25.9,18.6,69
X2,28/09/2009,21.5,24.5,19,66
X2,29/09/2009,21.5,25.7,17.6,64
X2,30/09/2009,21.2,24.8,18.8,64
X2,01/10/2009,20.6,25.9,17.1,73
X2,02/10/2009,20.7,25.6,16.9,74
X2,03/10/2009,20.7,24.1,18.3,64
X2,04/10/2009,20.3,24.3,15.9,74
X2,05/10/2009,22.1,26.3,17.6,80
X2,06/10/2009,21.9,25.4,18.5,82
X2,07/10/2009,22,26.9,17.8,79
X2,08/10/2009,22.9,26.2,20.3,75
X2,09/10/2009,21.4,23.9,19.7,79
X2,10/10/2009,21.2,23.6,19.4,81
X2,11/10/2009,20.9,24.7,17.6,73
X2,12/10/2009,20.4,24.7,17.3,72
X2,13/10/2009,20.3,24.8,17.2,59
X2,14/10/2009,19.2,22.4,16.7,53
X2,15/10/2009,16.6,19.2,12.9,41
X2,16/10/2009,15.8,21.5,11.2,33
X2,17/10/2009,15.8,19.2,11.7,45
X2,18/10/2009,15.4,18.8,11.7,43
X2,19/10/2009,14.8,16.6,12.2,61
X2,20/10/2009,18.7,20.2,15.1,71
X2,21/10/2009,17.7,21,14.2,72
X2,22/10/2009,14.3,15.7,12.2,80
X2,23/10/2009,16.1,22,11,69
X2,24/10/2009,18.1,22.9,14,76
X2,25/10/2009,19.5,23.9,15.9,79
X2,26/10/2009,19,21.5,16.4,84
X2,27/10/2009,17.9,20.8,14.8,82
X2,28/10/2009,18.7,20.1,16.8,84
X2,29/10/2009,19.3,23.4,16.4,81
X2,30/10/2009,17.7,21.4,14.2,81
X2,31/10/2009,17.5,20.5,14.8,84
X2,01/11/2009,18.7,22.3,14.6,83
X2,02/11/2009,18.9,22,15,56
X2,03/11/2009,17.9,23,14.3,49
X2,04/11/2009,17.4,22.5,13.3,49
X2,05/11/2009,14.9,17.8,11.8,44
X2,06/11/2009,12.8,16,10.3,58
X2,07/11/2009,14.7,19.6,10.9,53
X2,08/11/2009,12.3,15.8,10.5,51
X2,09/11/2009,12.7,18,10,45
X2,10/11/2009,11.9,16.1,7.9,40
X2,11/11/2009,13.3,17.3,10,64
X2,12/11/2009,14.8,19.4,11.1,75
X2,13/11/2009,15,19.3,10.8,82
X2,14/11/2009,15.9,19.8,13,86
X2,15/11/2009,16.2,20.8,12.7,82
X2,16/11/2009,17.3,25.6,11.6,66
X2,17/11/2009,15.1,17.1,12.7,86
X2,18/11/2009,15.6,19.2,12.2,82
X2,19/11/2009,15.5,18.2,13.1,82
X2,20/11/2009,15.4,18.8,13.2,81
X2,21/11/2009,15.1,18.7,11.5,83
X2,22/11/2009,16.7,20.4,12.1,69
X2,23/11/2009,13.7,18.1,10.7,64
X2,24/11/2009,13.6,17.5,10.1,66
X2,25/11/2009,13.7,18.7,8.7,74
X2,26/11/2009,14.8,18.9,10.1,69
X2,27/11/2009,14.6,17.3,12.1,69
X2,28/11/2009,13.7,17.5,10.4,56
X2,29/11/2009,13.4,16.9,10.7,71
X2,30/11/2009,10.3,13.5,8.4,58
X2,01/12/2009,10.5,14.6,6.9,52
X2,02/12/2009,12.3,15.3,8.5,64
X2,03/12/2009,13,15.1,11,72
X2,04/12/2009,12.6,15.3,10.9,65
X2,05/12/2009,12,16,9.4,67
X2,06/12/2009,13.2,17.4,8.6,76
X2,07/12/2009,15.3,19,10.8,63
X2,08/12/2009,14.6,18,10.7,64
X2,09/12/2009,12,16.5,8.5,74
X2,10/12/2009,11.9,16.6,8.1,78
X2,11/12/2009,11.1,16.2,7.6,79
X2,12/12/2009,10.8,14.2,6.3,68
X2,13/12/2009,8.1,9.4,6.8,61
X2,14/12/2009,9,10.6,7.1,56
X2,15/12/2009,6.4,8.2,4.9,63
X2,16/12/2009,5.6,7.8,2.7,52
X2,17/12/2009,6.1,8.1,4.4,61
X2,18/12/2009,5.4,9,2.7,53
X2,19/12/2009,5.4,9.5,2.5,36
X2,20/12/2009,4.5,7.7,0.8,39
X2,21/12/2009,5.8,7.5,3.3,84
X2,22/12/2009,9.1,12.5,6.1,94
X2,23/12/2009,12.1,14.4,9.3,80
X2,24/12/2009,12.7,16.5,10.3,90
X2,25/12/2009,13.8,16.3,11.9,57
X2,26/12/2009,10.9,11.9,9.2,77
X2,27/12/2009,10,13.5,7.9,68
X2,28/12/2009,12.3,16.3,8.9,62
X2,29/12/2009,14.8,19.4,9.8,78
X2,30/12/2009,16.7,21.7,13.5,69
X2,31/12/2009,14.2,17.2,12.7,65
X2,01/01/2010,11.7,13.8,9.9,44
X2,02/01/2010,10.3,12.5,8,59
X2,03/01/2010,11,14,7.3,73
X2,04/01/2010,10.6,12,8.8,82
X2,05/01/2010,10.6,12.4,9.3,87
X2,06/01/2010,8.1,10.9,5.1,56
X2,07/01/2010,6.7,8.8,5.3,69
X2,08/01/2010,6.7,9.2,5.3,63
X2,09/01/2010,4.9,7.4,2.9,40
X2,10/01/2010,4,7.1,1.1,51
X2,11/01/2010,5.6,9,2.9,54
X2,12/01/2010,6.6,9.6,2.9,69
X2,13/01/2010,9.4,14.1,6.4,69
X2,14/01/2010,11.1,15.8,8.2,75
X2,15/01/2010,11.1,16.3,7.1,66
