CODI_ESTACIO,DATA_LECTURA,TM,TX,TN,HRM
X2,16/01/2010,10.9,15.2,7,76
X2,17/01/2010,11.7,13.2,10,90
X2,18/01/2010,11.3,12.2,10.6,92
X2,19/01/2010,11,12,10.1,92
X2,20/01/2010,12.2,15.7,9.1,85
X2,21/01/2010,10.6,15.6,7,72
X2,22/01/2010,10.3,16,6.2,75
X2,23/01/2010,10.5,13.5,7.2,76
X2,24/01/2010,12.2,14.9,10.6,75
X2,25/01/2010,9.9,11.3,7,81
X2,26/01/2010,9.1,13.7,5.8,57
X2,27/01/2010,8.1,13.2,4.3,58
X2,28/01/2010,7.6,11.7,3.6,49
X2,29/01/2010,8.9,12.7,5.4,66
X2,30/01/2010,10.6,14.7,7.7,53
X2,31/01/2010,7.7,10.1,5.9,67
X2,01/02/2010,7.8,11.9,3.9,66
X2,02/02/2010,8.6,12.4,4.7,61
X2,03/02/2010,9.5,15,4.3,66
X2,04/02/2010,9.7,12.1,5.8,85
X2,05/02/2010,13.6,17.8,9.5,65
X2,06/02/2010,13.5,18.4,7.4,51
X2,07/02/2010,11.7,16.6,7.7,65
X2,08/02/2010,10.4,12.5,9,84
X2,09/02/2010,9,10,7.4,84
X2,10/02/2010,8.1,14.2,4,60
X2,11/02/2010,5.2,8.8,3,28
X2,12/02/2010,5.2,9.8,0.5,42
X2,13/02/2010,5.5,7.4,4,67
X2,14/02/2010,5.4,8.7,3.3,58
X2,15/02/2010,5.8,7.9,3,72
X2,16/02/2010,10.4,12.6,7.2,81
X2,17/02/2010,12.3,15.7,10.4,82
X2,18/02/2010,12.7,16.9,10,70
X2,19/02/2010,11.2,16,7.4,75
X2,20/02/2010,10.2,15.6,6.2,54
X2,21/02/2010,9,13.9,4.7,73
X2,22/02/2010,12,16.9,7.2,74
X2,23/02/2010,15.4,20.7,10.1,53
X2,24/02/2010,15.7,20,11.4,44
X2,25/02/2010,15.1,20,9.6,59
X2,26/02/2010,16,20.5,11.3,44
X2,27/02/2010,12.7,15.2,9.7,74
X2,28/02/2010,15.6,18.6,11.7,54
X2,01/03/2010,14.6,19.8,9.3,53
X2,02/03/2010,13.4,17.6,10.1,64
X2,03/03/2010,11.6,13.4,10,72
X2,04/03/2010,12.5,17.2,9.7,72
X2,05/03/2010,11.4,15,9.2,62
X2,06/03/2010,10.8,14.9,8.1,35
X2,07/03/2010,8.5,10.8,5.8,63
X2,08/03/2010,4.4,6.9,1.1,81
X2,09/03/2010,7.1,11.9,2.5,53
X2,10/03/2010,5.7,9.1,2.5,50
X2,11/03/2010,6.6,10.7,2.9,53
X2,12/03/2010,6.7,8.9,5.2,72
X2,13/03/2010,8.8,13.9,3.2,62
X2,14/03/2010,10.7,17.7,4.2,51
X2,15/03/2010,10.3,14.4,6.4,58
X2,16/03/2010,11.2,17.1,5.5,68
X2,17/03/2010,11.3,17.9,5.7,74
X2,18/03/2010,11.4,16.2,5.8,74
X2,19/03/2010,12.7,16.6,9.1,79
X2,20/03/2010,14.9,18.8,10.9,75
X2,21/03/2010,14.6,18.3,13.1,80
X2,22/03/2010,14.3,17.3,13.1,89
X2,23/03/2010,15.5,20.4,11.8,80
X2,24/03/2010,14,15.5,13.2,83
X2,25/03/2010,14.9,17.6,13.6,83
X2,26/03/2010,17,21.1,13.9,45
X2,27/03/2010,17.3,22.1,13.8,37
X2,28/03/2010,15.1,17.7,12.3,62
X2,29/03/2010,14.1,18.1,10.3,75
X2,30/03/2010,16.2,21.4,12.6,51
X2,31/03/2010,14.8,20.1,10.4,52
X2,01/04/2010,13.7,17.2,11.4,61
X2,02/04/2010,14.4,18.9,9.6,62
X2,03/04/2010,14.5,18.5,9.8,69
X2,04/04/2010,12.7,16.4,10.5,75
X2,05/04/2010,13.2,17.1,9.8,71
X2,06/04/2010,13.8,17.2,10.5,75
X2,07/04/2010,14.2,16,12.5,68
X2,08/04/2010,13.4,16,11.4,65
X2,09/04/2010,15.9,20.4,12.3,58
X2,10/04/2010,16.3,21.9,9.9,56
X2,11/04/2010,17,23.8,11.8,54
X2,12/04/2010,12.9,15.3,11.1,75
X2,13/04/2010,12.8,15.7,10.9,64
X2,14/04/2010,13,16.1,10.5,64
X2,15/04/2010,14,17.8,9.8,62
X2,16/04/2010,14.7,19,11.5,67
X2,17/04/2010,14.6,18.5,10.9,66
X2,18/04/2010,15.2,18.4,13.4,61
X2,19/04/2010,16.4,21.4,12.2,74
X2,20/04/2010,15.5,20.6,12.1,81
X2,21/04/2010,17.4,23.8,12.5,72
X2,22/04/2010,15.9,18.1,13.8,79
X2,23/04/2010,16.7,20,14,69
X2,24/04/2010,17.5,21.8,13,75
X2,25/04/2010,18.8,23.5,14.9,74
X2,26/04/2010,19.1,23.5,16,75
X2,27/04/2010,19.8,24.5,15.9,62
X2,28/04/2010,19.6,25.5,14.2,58
X2,29/04/2010,19,23.3,14.4,71
X2,30/04/2010,18,21.3,15.4,80
X2,01/05/2010,18.1,21.4,16,79
X2,02/05/2010,18.3,21.3,13.5,73
X2,03/05/2010,11.8,13.5,10.2,88
X2,04/05/2010,10.5,12.5,9.2,85
X2,05/05/2010,14.2,19.3,9.5,58
X2,06/05/2010,13.8,17.1,11.1,70
X2,07/05/2010,15.4,18.7,12.6,70
X2,08/05/2010,17.3,21.5,13.8,72
X2,09/05/2010,17.2,21.5,13.8,79
X2,10/05/2010,19.5,24.6,13.8,64
X2,11/05/2010,19.4,23.8,15.2,56
X2,12/05/2010,17.1,19.9,14.8,72
X2,13/05/2010,15.6,19.9,11.6,74
X2,14/05/2010,12.9,17.1,10.7,75
X2,15/05/2010,15,19.4,10.6,62
X2,16/05/2010,16,20.2,12.2,56
X2,17/05/2010,16.6,20.3,12.7,61
X2,18/05/2010,18.6,23.3,13.1,60
X2,19/05/2010,18.5,22.3,14.4,66
X2,20/05/2010,18.5,21.9,14.5,68
X2,21/05/2010,20.2,26.4,14.9,64
X2,22/05/2010,19.8,24.3,17.1,60
X2,23/05/2010,18.9,22.6,15.5,75
X2,24/05/2010,21.3,26.4,15.2,56
X2,25/05/2010,21.2,26,15.8,58
X2,26/05/2010,21.2,25.8,16.3,65
X2,27/05/2010,20.2,23.1,17.9,68
X2,28/05/2010,20.5,23.4,18.5,62
X2,29/05/2010,21.3,25.6,18.7,65
X2,30/05/2010,21,24.6,17.3,71
X2,31/05/2010,21.8,25.4,18.3,68
X2,01/06/2010,20.9,23.8,18.9,75
X2,02/06/2010,21.2,24.6,19.2,79
X2,03/06/2010,22.3,27.2,17.8,71
X2,04/06/2010,23.1,27.8,18.7,71
X2,05/06/2010,24.3,29,19.3,61
X2,06/06/2010,21.3,23.5,19.8,73
X2,07/06/2010,21.6,25.1,18.5,78
X2,08/06/2010,22.7,26.5,19.5,77
X2,09/06/2010,21.2,22.7,20.1,87
X2,10/06/2010,22.1,25.8,20.6,76
X2,11/06/2010,20.5,23.8,18.2,78
X2,12/06/2010,20.6,24.8,16.8,75
X2,13/06/2010,21.5,25.3,17.8,75
X2,14/06/2010,19.9,23,17.1,77
X2,15/06/2010,19.1,23,16.2,70
X2,16/06/2010,20.3,24.9,16.2,55
X2,17/06/2010,19.7,22.8,16.4,64
X2,18/06/2010,21.6,27.1,17,61
X2,19/06/2010,20.5,23.9,18,70
X2,20/06/2010,20.1,23.5,17,61
X2,21/06/2010,19.7,23.8,16.1,51
X2,22/06/2010,20.3,24.4,16.5,64
X2,23/06/2010,21.7,25.6,17.2,69
X2,24/06/2010,23.1,27.9,18.6,58
X2,25/06/2010,23.5,29.5,18.3,56
X2,26/06/2010,24.8,29.3,19.8,52
X2,27/06/2010,25.5,30.6,20.8,53
X2,28/06/2010,26.3,32.4,21.8,53
X2,29/06/2010,25.6,30.8,21.8,60
X2,30/06/2010,26.4,29.5,23.3,55
X2,01/07/2010,26.7,33.4,21.7,55
X2,02/07/2010,26.2,30,22.5,59
X2,03/07/2010,25.3,28.1,22.8,76
X2,04/07/2010,26.5,30.7,23.7,66
X2,05/07/2010,26.2,29.7,22.6,70
X2,06/07/2010,26.1,29.4,23.8,68
X2,07/07/2010,27.1,31,23.5,63
X2,08/07/2010,27.2,30.8,23.6,62
X2,09/07/2010,26.8,29.4,24.1,68
X2,10/07/2010,25.8,28.9,23.7,76
X2,11/07/2010,27.6,32.1,22.7,60
X2,12/07/2010,29,34.2,24.4,53
X2,13/07/2010,27,30.5,23.6,68
X2,14/07/2010,27.1,30.8,23.7,73
X2,15/07/2010,26.3,29.2,23.9,69
X2,16/07/2010,26,29.8,22.4,72
X2,17/07/2010,27.6,31.7,24.2,69
X2,18/07/2010,26.6,30.2,24.4,69
X2,19/07/2010,27,30.1,24.1,72
X2,20/07/2010,27.5,31.7,24.4,67
X2,21/07/2010,27.4,30.9,24.3,65
X2,22/07/2010,25.8,28.4,24.4,71
X2,23/07/2010,25.5,30.2,23.3,63
X2,24/07/2010,24.7,27.7,21.9,57
X2,25/07/2010,25.4,29.3,23.4,64
X2,26/07/2010,25.4,29.2,22.3,66
X2,27/07/2010,27.2,31.8,23.6,55
X2,28/07/2010,27.4,31.2,23.8,60
X2,29/07/2010,26.1,30,24,75
X2,30/07/2010,24.8,28.6,21.2,72
X2,31/07/2010,26.2,29,23.7,72
X2,01/08/2010,26.8,30.4,23.9,69
X2,02/08/2010,25.3,29.5,21.2,75
X2,03/08/2010,24.8,28.2,20.9,63
X2,04/08/2010,24.9,27.2,22.3,63
X2,05/08/2010,24.5,27.2,22.6,65
X2,06/08/2010,24.2,27,21.8,65
X2,07/08/2010,25.6,29.8,21.7,70
X2,08/08/2010,26.4,30.6,22.8,66
X2,09/08/2010,26.7,30.2,23.9,73
X2,10/08/2010,25.3,27.6,23.1,78
X2,11/08/2010,25.6,28.7,23.3,75
X2,12/08/2010,24.3,28.7,19.9,71
X2,13/08/2010,22.7,25.2,20.3,70
X2,14/08/2010,21.9,25.7,17.7,68
X2,15/08/2010,22.8,26,19.4,58
X2,16/08/2010,22.6,25,19.8,64
X2,17/08/2010,24.8,28.4,21.2,73
X2,18/08/2010,25.8,29,22.3,71
X2,19/08/2010,24.5,27.2,21.6,80
X2,20/08/2010,25.1,29.4,21.2,78
X2,21/08/2010,28.1,33.3,22.9,63
X2,22/08/2010,28,32.7,23.6,62
X2,23/08/2010,26.9,29.8,24.1,77
X2,24/08/2010,26.5,28.6,24.7,76
X2,25/08/2010,26.8,30.1,23,72
X2,26/08/2010,27.6,31.1,23.7,72
X2,27/08/2010,28.3,38.3,24.7,73
X2,28/08/2010,26,29.5,24.2,58
X2,29/08/2010,25.1,27.6,23.2,60
X2,30/08/2010,24.2,26.1,22.8,57
X2,31/08/2010,24,26.1,21.2,58
X2,01/09/2010,23.9,26.4,21.9,69
X2,02/09/2010,24.2,26.4,22.3,68
X2,03/09/2010,24.9,28.3,20.9,65
X2,04/09/2010,25.7,29.2,22.6,71
X2,05/09/2010,25.8,28.8,22.8,73
X2,06/09/2010,26.2,29.5,23.2,69
X2,07/09/2010,25.2,28.4,19.8,73
X2,08/09/2010,23,26,20.3,49
X2,09/09/2010,22.8,26,19.3,63
X2,10/09/2010,23.2,25.7,20.6,65
X2,11/09/2010,24,28.1,19.6,63
X2,12/09/2010,24.3,28.3,21.1,68
X2,13/09/2010,23.7,27.2,20.4,66
X2,14/09/2010,23.8,26.8,21.4,68
X2,15/09/2010,24.5,28.4,20.9,68
X2,16/09/2010,24.5,27.3,21,76
X2,17/09/2010,21,25.1,18.1,85
X2,18/09/2010,19.3,21.1,17.6,83
X2,19/09/2010,20.8,24.7,17.2,59
X2,20/09/2010,20.6,23.4,18.3,79
X2,21/09/2010,20.9,23.2,19.8,88
X2,22/09/2010,21.7,25,18.3,79
X2,23/09/2010,23.2,26.6,20.2,77
X2,24/09/2010,22.4,25.8,19.8,69
X2,25/09/2010,20.5,25,15.8,60
X2,26/09/2010,19.3,21.7,16.5,59
X2,27/09/2010,19.2,21.7,16.4,54
X2,28/09/2010,18.6,21.3,15.6,62
X2,29/09/2010,19.5,23.2,16.1,64
X2,30/09/2010,20.3,24.2,15.9,70
X2,01/10/2010,21,22.5,19.4,71
X2,02/10/2010,21.5,24.1,18.6,78
X2,03/10/2010,22.6,25.5,19.2,79
X2,04/10/2010,22.9,25.2,19.7,52
X2,05/10/2010,20.8,24.9,18,55
X2,06/10/2010,20.6,24.8,15.5,73
X2,07/10/2010,22.6,24,20.3,73
X2,08/10/2010,22.8,25,21.6,79
X2,09/10/2010,23,24.9,20.7,79
X2,10/10/2010,19.3,22.8,17.6,82
X2,11/10/2010,19,21.7,16.8,79
X2,12/10/2010,18.5,19.5,17.4,75
X2,13/10/2010,18.5,20.8,17,73
X2,14/10/2010,17.5,20.2,14.8,76
X2,15/10/2010,16.4,20.2,13.9,67
X2,16/10/2010,15.4,19.4,12.8,65
X2,17/10/2010,15.4,21.2,12.1,57
X2,18/10/2010,14.2,17.6,11.2,47
X2,19/10/2010,13.6,18.2,9.9,50
X2,20/10/2010,14.8,19.4,10.8,63
X2,21/10/2010,15.7,18.9,13.1,72
X2,22/10/2010,16.5,20.9,12.8,77
X2,23/10/2010,17.6,21.7,14.2,78
X2,24/10/2010,17.8,21.4,14.3,70
X2,25/10/2010,15.1,18.4,11.2,38
X2,26/10/2010,13.8,18.9,9.5,36
X2,27/10/2010,14,20.7,8.5,51
X2,28/10/2010,14.4,19.6,10.1,66
X2,29/10/2010,16.3,20.5,10.5,75
X2,30/10/2010,18,20.4,16,61
X2,31/10/2010,17.8,20.6,14,63
X2,01/11/2010,15.4,18.4,12.7,66
X2,02/11/2010,16.8,22.2,13.5,62
X2,03/11/2010,16.4,22.1,12.1,68
X2,04/11/2010,16.6,21.5,12.1,75
X2,05/11/2010,16.4,19.8,13.2,82
X2,06/11/2010,16,20.6,12.1,79
X2,07/11/2010,15.3,19.1,12.6,67
X2,08/11/2010,12.3,15,9.4,60
X2,09/11/2010,14.9,18.4,10.6,51
X2,10/11/2010,15.2,17.8,12.9,46
X2,11/11/2010,13.6,17.7,9.5,50
X2,12/11/2010,16.8,21.5,12.7,56
X2,13/11/2010,17,21.2,13,64
X2,14/11/2010,15.5,19.2,12.3,78
X2,15/11/2010,14.9,17.5,12.6,59
X2,16/11/2010,14.2,18.3,11,44
X2,17/11/2010,11.7,14.2,9.4,58
X2,18/11/2010,12,15.5,9.3,62
X2,19/11/2010,10.5,13,7.6,72
X2,20/11/2010,10.4,14,6.5,80
X2,21/11/2010,11.6,15.4,8.4,64
X2,22/11/2010,11.7,15.3,8.9,58
X2,23/11/2010,10.5,14.8,7.5,61
X2,24/11/2010,9.9,13.1,6.8,63
X2,25/11/2010,9.4,13.7,4.5,59
X2,26/11/2010,9,12.6,6.1,53
X2,27/11/2010,9.4,13.4,6.2,60
X2,28/11/2010,10.3,13.8,7,44
X2,29/11/2010,8,10.1,5.6,62
X2,30/11/2010,9.7,11.9,7.7,88
X2,01/12/2010,10.3,13.3,8.3,64
X2,02/12/2010,8.7,11.3,5.8,53
X2,03/12/2010,7.8,10.9,5.2,51
X2,04/12/2010,7.1,10.5,3.8,58
X2,05/12/2010,9.8,14.2,5.7,71
X2,06/12/2010,13.3,18.7,8.2,81
X2,07/12/2010,15.4,20.2,11.2,74
X2,08/12/2010,17.5,21.9,14.1,68
X2,09/12/2010,14.5,16.6,11.9,84
X2,10/12/2010,12.4,15.1,10,80
X2,11/12/2010,10.6,15.9,6.6,70
X2,12/12/2010,9.7,15.6,5.4,70
X2,13/12/2010,10.9,12.9,7.9,66
X2,14/12/2010,10.5,12,7.4,52
X2,15/12/2010,6.7,10.4,2.7,40
X2,16/12/2010,6.4,9.9,2.9,31
X2,17/12/2010,6.9,10.5,4.8,52
X2,18/12/2010,7.6,10.8,4.9,62
X2,19/12/2010,9.8,13.3,7.4,63
X2,20/12/2010,9.9,15,5.7,61
X2,21/12/2010,8.7,10.6,6.1,85
X2,22/12/2010,11.3,13.8,7.7,93
X2,23/12/2010,13.1,15.8,9.9,80
X2,24/12/2010,9.9,13.2,7.5,59
X2,25/12/2010,8,11,5.1,31
X2,26/12/2010,5.8,10.4,2.2,34
X2,27/12/2010,5.8,11.7,0.8,61
X2,28/12/2010,7.3,12.5,3.2,76
X2,29/12/2010,9.7,13.6,5.9,76
X2,30/12/2010,12.3,14.2,10.4,81
X2,31/12/2010,11.7,13.3,10.5,89
X2,01/01/2011,11.4,14.4,9.5,82
X2,02/01/2011,10.7,14,7.9,77
X2,03/01/2011,8.8,10.6,6.4,62
X2,04/01/2011,7.6,10.5,5.3,63
X2,05/01/2011,9.7,12.2,7.3,78
X2,06/01/2011,11.2,16.5,7.1,83
X2,07/01/2011,12.4,15.9,9.7,85
X2,08/01/2011,13,18.1,9.3,65
X2,09/01/2011,12.7,18.1,9.7,76
X2,10/01/2011,11.8,13.9,9.4,69
X2,11/01/2011,11.4,15.8,7.8,64
X2,12/01/2011,10.7,16.9,6.8,73
X2,13/01/2011,10.9,17.2,7.3,78
X2,14/01/2011,10.6,16.6,6.1,81
X2,15/01/2011,10.7,16.5,6.3,77
X2,16/01/2011,9.3,13.8,5.8,83
X2,17/01/2011,10.6,13.4,8.8,79
X2,18/01/2011,10.1,14.8,5.8,78
X2,19/01/2011,10.3,13.4,7.3,81
X2,20/01/2011,10.3,12.1,7.8,68
X2,21/01/2011,6.5,10.6,2.8,27
X2,22/01/2011,4.1,7.9,0.1,51
X2,23/01/2011,4.5,8.5,1.6,45
X2,24/01/2011,4.5,9.1,0.4,50
X2,25/01/2011,5.1,11.3,-0.6,49
X2,26/01/2011,5.7,10.3,1.9,60
X2,27/01/2011,8.2,10.6,5.7,67
X2,28/01/2011,10,12,7.8,74
X2,29/01/2011,9.3,13.8,6.2,73
X2,30/01/2011,8.1,11.6,5.2,74
X2,31/01/2011,8.4,12,6.3,73
X2,01/02/2011,9.2,13.6,4.9,54
X2,02/02/2011,9.9,15.7,5.2,41
X2,03/02/2011,9.1,16.4,2.7,52
X2,04/02/2011,10.1,16,5.7,62
X2,05/02/2011,10.2,17,5.2,70
X2,06/02/2011,10.6,20.8,4.3,66
X2,07/02/2011,9.3,13.7,5.1,81
X2,08/02/2011,9.3,13.6,6.5,79
X2,09/02/2011,8.9,14.1,4.2,77
X2,10/02/2011,9.4,14.7,5.2,79
X2,11/02/2011,10.7,14.6,6.9,74
X2,12/02/2011,10.3,14.9,6.1,76
X2,13/02/2011,10.1,15.2,5.6,79
X2,14/02/2011,10.1,12.6,7.6,78
X2,15/02/2011,9.7,12.2,6.6,64
X2,16/02/2011,10.9,15.6,7.9,62
X2,17/02/2011,8.1,9.8,6.9,82
X2,18/02/2011,11.2,17.9,6.1,60
X2,19/02/2011,11.2,17.7,6.4,67
X2,20/02/2011,11.7,15.4,8.4,78
X2,21/02/2011,12.1,16.7,7.5,61
X2,22/02/2011,13,19,8.6,65
X2,23/02/2011,12.2,17,7.4,79
X2,24/02/2011,12.3,17.4,8.4,79
X2,25/02/2011,13,20,8.7,73
X2,26/02/2011,12.9,17.2,10.1,76
X2,27/02/2011,12.4,16.1,8.5,62
X2,28/02/2011,9.6,13.1,7,47
X2,01/03/2011,9.9,14.6,4.4,53
X2,02/03/2011,10.6,14.2,8.5,57
X2,03/03/2011,7.6,8.9,6,80
X2,04/03/2011,10.3,13.9,7.2,67
X2,05/03/2011,11,15,7.4,67
X2,06/03/2011,11.1,17.9,5.8,68
X2,07/03/2011,10.8,16.2,5.5,71
X2,08/03/2011,12,14.8,9.9,66
X2,09/03/2011,10.9,14,9,67
X2,10/03/2011,11.5,16.3,6.9,72
X2,11/03/2011,10.6,14.4,6.4,76
X2,12/03/2011,12.2,12.6,11.5,91
X2,13/03/2011,13.6,18.5,9.3,77
X2,14/03/2011,12.9,14.1,11.5,86
X2,15/03/2011,12.5,13.8,8.7,91
X2,16/03/2011,12,14.6,9.7,84
X2,17/03/2011,13.7,21.4,9.4,74
X2,18/03/2011,14.3,20,8.8,65
X2,19/03/2011,13.8,19.2,9.8,69
X2,20/03/2011,12.7,17.2,9.7,65
X2,21/03/2011,12.3,16.3,7.9,69
X2,22/03/2011,12.4,15.8,10.1,63
X2,23/03/2011,12.8,16.7,8.7,57
X2,24/03/2011,12.9,16.5,9,67
X2,25/03/2011,12.8,16.5,9.8,68
X2,26/03/2011,13.4,17.7,9.5,77
X2,27/03/2011,15.5,20.3,13.2,72
X2,28/03/2011,14.9,19.6,11.5,61
X2,29/03/2011,13.7,18.5,10.7,73
X2,30/03/2011,13.7,17.5,10.3,75
X2,31/03/2011,15.4,20.1,11.1,74
X2,01/04/2011,16.7,23.4,11.4,69
X2,02/04/2011,17.7,22.9,11.6,57
X2,03/04/2011,17.3,20.7,14.1,62
X2,04/04/2011,16.1,19.9,13.1,78
X2,05/04/2011,17.3,23.4,12.9,71
X2,06/04/2011,15.6,19,12.3,81
X2,07/04/2011,16.3,21.5,11.5,74
X2,08/04/2011,19.6,26.5,12.4,51
X2,09/04/2011,19.5,25.4,14.2,54
X2,10/04/2011,18.9,26.1,15.4,68
X2,11/04/2011,18.4,23,15.6,64
X2,12/04/2011,17.9,22.6,15.4,64
X2,13/04/2011,16.4,19,14.8,67
X2,14/04/2011,15.3,17.3,13,63
X2,15/04/2011,15.3,19.1,12.4,57
X2,16/04/2011,15.3,19,11.4,62
X2,17/04/2011,16.2,20.9,11.3,61
X2,18/04/2011,15.3,20.1,10.9,67
X2,19/04/2011,14.6,18.1,11.5,70
X2,20/04/2011,15.3,18.6,12.2,75
X2,21/04/2011,16.5,19.5,13.9,66
X2,22/04/2011,15.4,16.4,14.5,73
X2,23/04/2011,16.4,19.6,13.3,77
X2,24/04/2011,16.5,18.9,15.4,80
X2,25/04/2011,17,19.8,14.9,75
X2,26/04/2011,18.3,24.1,15.5,66
X2,27/04/2011,18.5,23.4,14.3,57
X2,28/04/2011,16.7,20.5,13.1,70
X2,29/04/2011,15.2,18.4,12.8,77
X2,30/04/2011,16.1,21,12.6,71
X2,01/05/2011,16.7,21.1,13.2,76
X2,02/05/2011,15.7,17.6,13.2,79
X2,03/05/2011,17.1,24.1,11.9,75
X2,04/05/2011,17,20.6,13.6,79
X2,05/05/2011,18.1,22,14.2,77
X2,06/05/2011,18.3,21.1,16.1,78
X2,07/05/2011,17.4,18.4,13.7,78
X2,08/05/2011,18.1,22.4,14,79
X2,09/05/2011,17.8,20.5,15.7,82
X2,10/05/2011,18.4,21.8,15.5,76
X2,11/05/2011,18.8,23.2,14.3,70
X2,12/05/2011,19.7,24.1,15.3,65
X2,13/05/2011,20.9,24.6,16.8,59
X2,14/05/2011,19.9,24.5,16.6,72
X2,15/05/2011,17.8,21.8,14.3,63
X2,16/05/2011,18.3,22.7,14.4,62
X2,17/05/2011,19.6,24.5,15.1,62
X2,18/05/2011,18.3,21.8,14.7,71
X2,19/05/2011,18.3,21.3,16,68
X2,20/05/2011,18.7,23.1,14.8,54
X2,21/05/2011,19.5,23.3,15.2,55
X2,22/05/2011,21.7,27.7,15.2,48
X2,23/05/2011,22.2,27,17,47
X2,24/05/2011,24,30.3,17.3,43
X2,25/05/2011,22.4,26.2,18.8,60
X2,26/05/2011,21.6,24.7,18.4,71
X2,27/05/2011,20.8,23.2,19.6,70
X2,28/05/2011,20.1,23.3,17.9,65
X2,29/05/2011,20.9,24.8,16.8,74
X2,30/05/2011,20.7,23.7,18.6,76
X2,31/05/2011,18.8,22.1,16.8,79
X2,01/06/2011,17.5,22.4,13.6,62
X2,02/06/2011,16.8,18.5,15.6,65
X2,03/06/2011,17.6,20.5,14.6,69
X2,04/06/2011,18.5,22.3,14.5,70
X2,05/06/2011,18.1,21.5,15.1,73
X2,06/06/2011,19.8,23.1,16.4,68
X2,07/06/2011,19.1,23.2,16.5,78
X2,08/06/2011,16.6,18,15.1,85
X2,09/06/2011,18.9,21.7,16.1,72
X2,10/06/2011,18,19.7,16.5,84
X2,11/06/2011,19,22.6,16,75
X2,12/06/2011,21.3,25.2,18.1,74
X2,13/06/2011,21.2,24,19.3,78
X2,14/06/2011,23.1,27.9,18,58
X2,15/06/2011,23.3,27,19.3,60
X2,16/06/2011,22.9,26.1,19.1,71
X2,17/06/2011,22.5,26.6,20,72
X2,18/06/2011,22,25.7,20.1,72
X2,19/06/2011,20.9,23.6,19.8,68
X2,20/06/2011,23,26.9,20.4,72
X2,21/06/2011,23.6,27.2,20,70
X2,22/06/2011,23.3,28,20.1,70
X2,23/06/2011,22.5,26.1,19.7,70
X2,24/06/2011,22.4,25.9,20.7,64
X2,25/06/2011,24.2,29,19.6,69
X2,26/06/2011,23.7,28,20.6,70
X2,27/06/2011,23.5,26.7,20.7,78
X2,28/06/2011,24,27.6,19.8,71
X2,29/06/2011,25.3,30.5,21.3,61
X2,30/06/2011,23.4,27.1,20.7,59
X2,01/07/2011,23.6,27.2,20.3,65
X2,02/07/2011,24.3,27.7,21.7,74
X2,03/07/2011,23.5,25.5,22.4,74
X2,04/07/2011,23.1,25.8,21.9,71
X2,05/07/2011,25,28.9,20.5,66
X2,06/07/2011,23.9,26.6,21.6,76
X2,07/07/2011,23.9,26.4,21.8,70
X2,08/07/2011,24,27.5,20.9,60
X2,09/07/2011,23.8,27.9,20.4,70
X2,10/07/2011,23.5,26.4,21.4,75
X2,11/07/2011,23.7,27.4,20.7,71
X2,12/07/2011,23.2,24.9,21.3,82
X2,13/07/2011,23.4,28.1,19.4,64
X2,14/07/2011,20.1,22.5,16.7,81
X2,15/07/2011,23.1,27,19.5,72
X2,16/07/2011,24.3,27.4,21.3,73
X2,17/07/2011,22.8,27.4,19.8,74
X2,18/07/2011,21.3,23.8,18.6,67
X2,19/07/2011,22.2,26.5,19.4,67
X2,20/07/2011,20.8,23.4,17.7,57
X2,21/07/2011,22.3,25.9,19.6,65
X2,22/07/2011,21.6,23,20.8,65
X2,23/07/2011,21.8,25.2,17.8,61
X2,24/07/2011,20.8,23.1,16.9,68
X2,25/07/2011,22.8,26.3,19.6,67
X2,26/07/2011,22.5,26,20.5,78
X2,27/07/2011,22.2,25.8,19.2,73
X2,28/07/2011,23.6,27.1,20.6,62
X2,29/07/2011,23.5,26.4,20.9,72
X2,30/07/2011,21.8,27,16.9,84
X2,31/07/2011,23,26.7,19,80
X2,01/08/2011,24.1,27.6,21.2,76
X2,02/08/2011,24.3,27.4,21.9,75
X2,03/08/2011,24.2,27.2,21.6,70
X2,04/08/2011,25.1,29.5,21.2,69
X2,05/08/2011,25.2,29,22.6,77
X2,06/08/2011,25.5,28.4,23.9,79
X2,07/08/2011,23.5,25.6,21.6,73
X2,08/08/2011,23,26.6,20.7,65
X2,09/08/2011,22.4,25.5,18.8,55
X2,10/08/2011,22.7,25.9,19.9,66
X2,11/08/2011,23.4,26.9,19.8,73
X2,12/08/2011,24.1,28.4,20.5,72
X2,13/08/2011,24.2,28.1,20.8,72
X2,14/08/2011,24.7,28.6,22.1,75
X2,15/08/2011,24.4,27.8,22,71
X2,16/08/2011,25.2,29.8,21.8,65
X2,17/08/2011,25.9,29.3,22.5,72
X2,18/08/2011,25.1,28.7,21.9,77
X2,19/08/2011,25,29.2,21.9,78
X2,20/08/2011,25.2,29.8,21,71
X2,21/08/2011,25.9,31.2,21.1,60
X2,22/08/2011,25.3,29.9,21,68
X2,23/08/2011,25.1,28.9,21.1,74
X2,24/08/2011,26.2,29.2,23.8,78
X2,25/08/2011,26.2,29.3,23.6,77
X2,26/08/2011,25.6,29.6,20.8,70
X2,27/08/2011,22.5,26.7,18.5,63
X2,28/08/2011,23.5,27.4,19.6,70
X2,29/08/2011,24.7,27.8,21.4,73
X2,30/08/2011,24.7,27.3,22.5,75
X2,31/08/2011,24.9,27.9,22.5,79
X2,01/09/2011,25,28.7,22.3,78
X2,02/09/2011,24.2,26.9,21.8,78
